,address_components,adr_address,formatted_address,formatted_phone_number,geometry,icon,id,international_phone_number,name,opening_hours,photos,place_id,rating,reference,reviews,scope,types,url,utc_offset,vicinity,website,lat,lng
0,"[{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': '恆光街', 'short_name': '恆光街', 'types': ['route']}, {'long_name': '文山區', 'short_name': '文山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': '台灣', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}]","<span class=""postal-code"">116</span><span class=""country-name"">台灣</span><span class=""region"">台北市</span><span class=""locality"">文山區</span><span class=""street-address"">恆光街12號</span>",116台灣台北市文山區恆光街12號,,"{'location': {'lat': 24.9830698, 'lng': 121.5667197}, 'viewport': {'northeast': {'lat': 24.9844308802915, 'lng': 121.5681057802915}, 'southwest': {'lat': 24.9817329197085, 'lng': 121.5654078197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,fd14ec9e0f42e67612a498d72fdb7178f5bd6793,,好了啦紅茶冰(木柵恆光街）,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1130'}}], 'weekday_text': ['星期一: 11:30 – 22:00', '星期二: 11:30 – 22:00', '星期三: 11:30 – 22:00', '星期四: 11:30 – 22:00', '星期五: 11:30 – 22:00', '星期六: 11:30 – 22:00', '星期日: 休息']}",,ChIJxbZmodgBaDQRU-W8cci1IFg,,CmRRAAAAgXUbGHyojdDv98578kmLIzQNsBilZbvVfCFbRWAb-9f1Pmyz-ovCXlY59Hfqlh7PGU16v9_PSAkMUcqsKk_FxhaanUNfC6VV_gEYuHncEOrtOyGc8Qrr393YGcQ00QTtEhB2GNNEzvQORSepi7KBI6hnGhSusgEGjJNIDaiDnATnErFN-D_Ssw,,GOOGLE,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=6350275347098690899,480,文山區恆光街12號,,24.9830698,121.5667197
1,"[{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': '萬壽路', 'short_name': '萬壽路', 'types': ['route']}, {'long_name': '文山區', 'short_name': '文山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': '台灣', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}]","<span class=""postal-code"">116</span><span class=""country-name"">台灣</span><span class=""region"">台北市</span><span class=""locality"">文山區</span><span class=""street-address"">萬壽路5號</span>",116台灣台北市文山區萬壽路5號,02 2234 0101,"{'location': {'lat': 24.9879007, 'lng': 121.5757919}, 'viewport': {'northeast': {'lat': 24.9892246302915, 'lng': 121.5771712802915}, 'southwest': {'lat': 24.9865266697085, 'lng': 121.5744733197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,81014af44adf70806f2de3c92934b4a227b60698,+886 2 2234 0101,Cow Banana,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['星期一: 09:00 – 22:00', '星期二: 09:00 – 22:00', '星期三: 09:00 – 22:00', '星期四: 09:00 – 22:00', '星期五: 09:00 – 22:00', '星期六: 09:00 – 22:00', '星期日: 09:00 – 22:00']}","[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116932145425571761218/photos"">kommtina</a>'], 'photo_reference': 'CmRaAAAAf0-WiQ5VHM5mJu7zolSx-BAKo0oJTLOdbks7C4owUjj54d7V7oGMJSQnsvrqZk5idLZKuLp25eNLlIvNWW5vQiTayl5qFRIWDVMD_Ps3KmZf16R5m310c_Rw4BIonVFkEhAdb0iutJI9bnf3U0KG7CLAGhRgDIPutEoxDq17VioQWMNW4Qk5zg', 'width': 4000}, {'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114448522290052716077/photos"">Cow Banana</a>'], 'photo_reference': 'CmRaAAAA-fkVYa93GGPf_X0AUh9X0gGZOt6ozFCYTulgFA-ObCyYAXn7KQpH4hdI83XqRrMQBEqg6T0DXEGw9QCmxXC6NmkW1EK-9VxAlVCFswYEoAKontz3o89BGZS5iI-kD1P6EhCqfFI5S93Zwfl0k_S_DIAgGhQuJcnGrUxcw4g5b2G-exRqFJOV1Q', 'width': 1706}, {'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113528263830766225861/photos"">Lee Hong-Lin</a>'], 'photo_reference': 'CmRaAAAA6N1OQzRIEcBHj6cLPG4Gq2XQINbEhIuVjKkLfqa8osHC26M_KKuwEHjWiXEufJL7sVXw9tK7VnJTGpYL8_g3NGQot3RuZiX5Cg_glGqoRcRVc0dP32HmXbzLrdYp0mj5EhAx828zSoFQIZzdoy0d5VfVGhTS8_ptkQDeJidu4_WrBCcE-XJeZQ', 'width': 4160}, {'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114448522290052716077/photos"">Cow Banana</a>'], 'photo_reference': 'CmRaAAAAuIBWRYLkDE3kO1E_BvFutQVrO_EkA0NM1HyuWPo0IssQZoNI88N3wbPf-I2OHIM2D75hVL1Cfjn9x_5n5Efg538sDDCjFpWZqd3wd4V5sDNHQYTyy7g_HIvA2g1WD-8rEhAWvwCVxfZopdMj3uH9do1ZGhTTqo-boimMH0LiKcmnFFvt8b7e3w', 'width': 1280}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103848381770393253120/photos"">Myrtenaster C</a>'], 'photo_reference': 'CmRaAAAA2yy3eBaXJBDbqDWIN6Agrc0zFOKuyPwwSUt2pmzpILz8GXtoVOax5NcAXpMelQ0IXvFUJHVa9BGzo6fJQvcQezBtLxBF_cY2DVm_jGqRF3WxRVf4j3wzxCb3UchB3CsMEhCbQKPg39-O1CBYpeim7HclGhSSAJzBAo0hOTs_6pg3Fow-lKIKbQ', 'width': 4032}, {'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116932145425571761218/photos"">kommtina</a>'], 'photo_reference': 'CmRaAAAAWokU_8t2jXpjEUi2hvDgSn5XGgHgKaqb192aeAPke3VFLXX7rYQgpdsZTcDN4SlK4fXN41yi2UkdgtA1zjKlvnVg5GLyRNsA1Dkoeo-0KOWB010-ikzYcRJA3YP_Sc1OEhCbgF0bXvra-DHh_XTAjqheGhT-HylDAYevi388JT6UBxoidU1r3A', 'width': 4000}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103848381770393253120/photos"">Myrtenaster C</a>'], 'photo_reference': 'CmRaAAAADjZvA1FX2tWefRTNYVSBhiMGGWi6LG4CS_fujCyFyoBArHfXlTijswwxpocFXaZIeVbrtEq93U0qemabRqe0ZRAOpszMuMXfWcgDy4jl7bIzNea0sPLIih5HtlcgnRAOEhCJHA5Hp0Q8CLvqBUtXGf4WGhSjl7VKTfwPrGOmhzzPVEnX3NWNxg', 'width': 4032}, {'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114448522290052716077/photos"">Cow Banana</a>'], 'photo_reference': 'CmRaAAAADasNA43qhq71t_Hp_xYcaYp0pqKJSGqz0iRptmBjJ9BD0TyaNkd21QsDZUINHKJiR-eitevVPiUnUljFfLZT4HlGz7A8KyWeKVyHXZt_BzyQ8cgWZh7pV8bWfy0ur6jDEhDWahpTv8icCTwMUqU3aiDJGhQa2_msdVr7339lR4xH7iWrfaQs7Q', 'width': 2448}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102774794505027957745/photos"">姚佳妤</a>'], 'photo_reference': 'CmRaAAAAInylUHLnSyOKJfDksKuxCfnjoRk3HYtJpfUKx_V9sptxzAl2CtnLXwFgTun2wSo5e_3VxWIzadL7GCcZS-dN5oLc-PDqXlvKIsbTEziuq9PFxPICK-M_nxW1bJ_l4LQlEhDRF4yohrHjlGX5afMCFRkuGhSWLgkttjKL7mMiDcZ9Fu3Y3GTw3g', 'width': 3024}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103848381770393253120/photos"">Myrtenaster C</a>'], 'photo_reference': 'CmRaAAAAjezISrat6tLai9vDvRN8COVqXk1BLCUU5X1_-jF8Y_icP-92pX_jCL9hL21LS0seRb_jny7yaWUrbzP-YyaKXBQ56GdrOnWueYFF9OWwXD7QBZ8_FVeSLuEMP5bPAYgbEhAEhSknQBGOgg19gXt-3NDSGhT-G9lgiAHvmPTcxmsrZ9vApub_BQ', 'width': 4032}]",ChIJub_JlHuqQjQRGibeqXx6cwI,4.4,CmRRAAAAyrSwFFeE4SIoFfHF5oCK8lZgXH3X52jrTz8r6wGkIvEP2aaCtdoXCwcBnoffBQqXjEBAbLOsKSVOmr0J_OWPPzqWH0Sl5p469G73lK29RY87NWur3uDIDZ7lVakjgSqfEhDGlDb-HT2J3LsrfR9go6o4GhSn2tCa1UCAoiX3KpdZP7bYmGU6vg,"[{'author_name': 'Audrey Grv', 'author_url': 'https://www.google.com/maps/contrib/117106283078460948172/reviews', 'language': 'en', 'profile_photo_url': 'https://lh5.googleusercontent.com/-HDCbMFIj-80/AAAAAAAAAAI/AAAAAAAACFY/mGBpBi8r75g/s128-c0x00000000-cc-rp-mo/photo.jpg', 'rating': 5, 'relative_time_description': '1 個月前', 'text': 'Coming here almost everyday for morning coffee. Prices are correct, they even have soy milk! Love their latte, smoothie and bubble milk tea\n\nAll the drinks taste good, I even like their bagels with original cream. \n\nThe loyalty card is a great idea \n\nStaff is friendly \n\nSomething to improve : be a little faster 😊', 'time': 1521877998}, {'author_name': 'Peggy liu', 'author_url': 'https://www.google.com/maps/contrib/115808544885337354728/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh4.googleusercontent.com/-4bIrEDzS-BU/AAAAAAAAAAI/AAAAAAAAAAA/AIcfdXBbQWH1cKsPJ_phwPtp23Ew2OA9uQ/s128-c0x00000000-cc-rp-mo/photo.jpg', 'rating': 1, 'relative_time_description': '1 個月前', 'text': '貝果買了很多次，抹醬有時候很多吃的很開心，大多時候抹醬很少.....因為覺得抹醬好吃所以還是會去買，這次以後應該不會去買了......cp值低。另外喝過無糖鮮奶茶，是因為無糖的關係嗎，覺得很淡不好喝，也喝過巧克力牛奶，製作過程大概是些許巧克力粉加“很多的巧克力醬“（擠在鬆餅上那種）加水跟牛奶，水加的也不少，但是非常甜，應該是巧克力醬太多吧，那個醬味道跟甜度...不敢恭維', 'time': 1522593385}, {'author_name': '辛怡萱', 'author_url': 'https://www.google.com/maps/contrib/112431533014869324589/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh5.googleusercontent.com/-YWWyajLIx0c/AAAAAAAAAAI/AAAAAAAAAAA/AIcfdXAitrIkiI-W4czFbXxyNRySYA320Q/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg', 'rating': 1, 'relative_time_description': '5 個月前', 'text': '呃...本來要去買英國藍，但是被裝潢吸引了，所以改買這家，點了珍珠鮮奶茶無糖熱的...喝了一口我就崩潰，有夠難喝，茶味不夠茶和奶的比例也不對，珍珠還可以...很想把整杯丟掉但是覺得有點浪費@@喝了第三口之後決定把飲料還給店員反正附近沒有垃圾桶0.0我話就說到這裡了...說不定其他品項還可以喝啦，不過我不會想試😅後來還是跑去買英國藍\n不過我有等客人少的時候才默默的去還飲料應該不算奧客吧～我只是不想找垃圾桶', 'time': 1510405060}, {'author_name': 'Larry Bean', 'author_url': 'https://www.google.com/maps/contrib/110938069336454927742/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh6.googleusercontent.com/-A3zKb1HW1nE/AAAAAAAAAAI/AAAAAAAAAAA/AIcfdXAj-g2JTvYP9d-HNnhSnkmx5vr4vg/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg', 'rating': 5, 'relative_time_description': '本星期', 'text': '很讚的一間飲料店!推薦給大家!!!', 'time': 1525362456}, {'author_name': 'Chi-hung Lu', 'author_url': 'https://www.google.com/maps/contrib/111947709050356586640/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh6.googleusercontent.com/-ODo04XFfmYI/AAAAAAAAAAI/AAAAAAAAApQ/grIoo6oLEq0/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg', 'rating': 5, 'relative_time_description': '5 個月前', 'text': '人太多有時候需要等。但是有的時候晚上會有某項品項賣光。芋頭牛奶很好喝。買十次還送一次，服務很好，給你五顆星。', 'time': 1512064146}]",GOOGLE,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=176619486242022938,480,文山區萬壽路5號,https://www.facebook.com/Cow-Banana-146424905691006/timeline,24.9879007,121.5757919
2,"[{'long_name': '1號', 'short_name': '1號', 'types': ['street_number']}, {'long_name': '萬壽路', 'short_name': '萬壽路', 'types': ['route']}, {'long_name': '文山區', 'short_name': '文山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': '台灣', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}]","<span class=""postal-code"">116</span><span class=""country-name"">台灣</span><span class=""region"">台北市</span><span class=""locality"">文山區</span><span class=""street-address"">萬壽路1號</span>",116台灣台北市文山區萬壽路1號,02 8661 0155,"{'location': {'lat': 24.9878522, 'lng': 121.5757327}, 'viewport': {'northeast': {'lat': 24.9891737302915, 'lng': 121.5771149802915}, 'southwest': {'lat': 24.9864757697085, 'lng': 121.5744170197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0d6829a4d344549183a834cdbbda47cd008f699a,+886 2 8661 0155,漿樣子濃い豆乳 文山政大店,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}], 'weekday_text': ['星期一: 07:00 – 22:00', '星期二: 07:00 – 22:00', '星期三: 07:00 – 22:00', '星期四: 07:00 – 22:00', '星期五: 07:00 – 22:00', '星期六: 07:00 – 22:00', '星期日: 07:00 – 22:00']}","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103714456755345789855/photos"">A-Kwon Fang</a>'], 'photo_reference': 'CmRaAAAA7ifczioCfs7XGfpZH0ac9QcQZL5U0-25hzJP7cYxXppOAGmxSk4vNsGHCnK0fFh8iuQRYGow64lY2DPIt8bM09hemzVSSGu5C3zzRU15C0velT336UC8pKiugu09nuywEhCoXqTHCMn4zNluTy0obs5WGhSuB4YjnsEAuKU9MCuyHcXbsNbJqQ', 'width': 3024}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103714456755345789855/photos"">A-Kwon Fang</a>'], 'photo_reference': 'CmRaAAAAxKTPG-pDwishttfGrEQWfQyZx_Rrla3CQZLZzNXpTZ3kJ6wGUF4J4qL7GgGuVwp-S97UcCH7vdnyGQBQq5eWsqFVwYJndW_M-_N8dSod1TQ9iOJGuWuBtJ_Detp1qJgXEhC_N6B8shZ-UmhZil_XvcEPGhTz0DvGSqu8k3mxFc3CpYBdJbeD9Q', 'width': 3024}, {'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103714456755345789855/photos"">A-Kwon Fang</a>'], 'photo_reference': 'CmRaAAAAnJs-XA4uD6I03WkSpe_G9nVZWMie14iTWZeDPZnQvXgGHiGm2gr6AfWgJPeGFYAKV2xvObZSYo_3AludkhAsEoQhEHgo8NyyCMe1qgHkQjmTyVVnMgvebfiyo3jNrrFmEhAJNU7aAhkpoz42bu_milIoGhRs9lyO9k8zuK8MDphxxSdy9-hdJg', 'width': 4032}, {'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103714456755345789855/photos"">A-Kwon Fang</a>'], 'photo_reference': 'CmRaAAAAXPU8ycz5T1qTnUZ6rDczErd03qoqVNb8PS0XiGOHvH6L6hNMpZPlc4QBOPQFdj0eq2bId9qRhlmn95Pn5DlUjUnyRsDQtz1q3_0sTJKyXs_e8EcALtr7mP9aTM5QIcJ-EhCPOFNEpd7qmDCPyNQTHDhAGhQzWuNK8slGIxvQEJ2UFuQvKlV2bA', 'width': 3024}]",ChIJGzYv63uqQjQRMmg0mGBw8qE,4.0,CmRSAAAA1EOVpVBA9lHskVQC-3UJ8UEjCrC3r1u5qFdzebb4DIQM0RT9zx7bMqVpbvtZN-v34CVk5h2b_DTzY5ioMwjl_pc2JTqWZmlo4YpQDzOCKXbXq_1p9OxNZYQxFbmlXZi_EhAkWJZPPoRD-BCN7VNxAdR4GhSvFQyng9Iqi4wfWKoPGogVySXHkQ,"[{'author_name': 'A-Kwon Fang', 'author_url': 'https://www.google.com/maps/contrib/103714456755345789855/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh5.googleusercontent.com/-2FGhFFtSE78/AAAAAAAAAAI/AAAAAAAAAO0/nbDacb1PNEY/s128-c0x00000000-cc-rp-mo-ba7/photo.jpg', 'rating': 4, 'relative_time_description': '2 週前', 'text': '上次喝過元初豆坊後這次再來試星巴克轉角旁的這家，原味=無糖的喝下去驚為天人，這濃度比義美的還濃超稠，光試喝就倒給你一堆超虧本感。', 'time': 1524478807}]",GOOGLE,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=11669513144643119154,480,文山區萬壽路1號,,24.9878522,121.5757327
3,"[{'long_name': '117', 'short_name': '117', 'types': ['street_number']}, {'long_name': '指南路二段', 'short_name': '指南路二段', 'types': ['route']}, {'long_name': '文山區', 'short_name': '文山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': '台灣', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}]","119 巷 號, <span class=""street-address"">No. 117指南路二段</span><span class=""locality"">文山區</span><span class=""region"">台北市</span><span class=""country-name"">台灣</span> <span class=""postal-code"">116</span>","119 巷 號, No. 117指南路二段文山區台北市台灣 116",,"{'location': {'lat': 24.9875805, 'lng': 121.5766835}, 'viewport': {'northeast': {'lat': 24.9888765302915, 'lng': 121.5780189302915}, 'southwest': {'lat': 24.9861785697085, 'lng': 121.5753209697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a96a0eed6fb30f63a332eb23b2700f98efa37a08,,政大茶亭,,,ChIJ12CV9HuqQjQRdd-Je-V8UZA,5.0,CmRSAAAAE7zitSUsAD3yG_Re-DAD8HbsirLzsyG_YGVgKOHSTKzgi8kVwjJSu7YzXFjdqBdAZmBjQlN23Kx9l6FxeqsgwR_rcCqhnlyluEfGpvx-BuMqHt1dg4kMvKB-ioV289VNEhAex4Zf_1Eoj2W3jUg5P-bXGhQONDgeNTIoR4MwYSxV__kDrPsHPQ,"[{'author_name': 'Tina Liu', 'author_url': 'https://www.google.com/maps/contrib/106522577387845612495/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh4.googleusercontent.com/-olcneVahYnA/AAAAAAAAAAI/AAAAAAAAAl4/ik2oXKD1Lus/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg', 'rating': 5, 'relative_time_description': '9 個月前', 'text': '推薦綠豆沙，酪梨布丁牛奶～阿姨用料實在，好好喝', 'time': 1501940894}]",GOOGLE,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=10399230339637174133,480,"119 巷 號, No. 117, 指南路二段, 文山區",,24.9875805,121.5766835
4,"[{'long_name': '12號', 'short_name': '12號', 'types': ['street_number']}, {'long_name': '指南路二段', 'short_name': '指南路二段', 'types': ['route']}, {'long_name': '文山區', 'short_name': '文山區', 'types': ['administrative_area_level_3', 'political']}, {'long_name': '台北市', 'short_name': '台北市', 'types': ['administrative_area_level_1', 'political']}, {'long_name': '台灣', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '116', 'short_name': '116', 'types': ['postal_code']}]","<span class=""postal-code"">116</span><span class=""country-name"">台灣</span><span class=""region"">台北市</span><span class=""locality"">文山區</span><span class=""street-address"">指南路二段12號</span>",116台灣台北市文山區指南路二段12號,02 8661 0884,"{'location': {'lat': 24.987831, 'lng': 121.5743289}, 'viewport': {'northeast': {'lat': 24.9892282302915, 'lng': 121.5756893302915}, 'southwest': {'lat': 24.9865302697085, 'lng': 121.5729913697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,da3796c5621c0168ce6c20531bca1b8732728c1f,+886 2 8661 0884,政大茶亭,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['星期一: 10:00 – 21:30', '星期二: 10:00 – 21:30', '星期三: 10:00 – 21:30', '星期四: 10:00 – 21:30', '星期五: 10:00 – 21:30', '星期六: 10:00 – 21:30', '星期日: 10:00 – 21:30']}","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113514069854922259136/photos"">Shu-Ting Huang</a>'], 'photo_reference': 'CmRaAAAAUnDNYEhPpZV0BiZN6uHpaNC6_FicOHyAl1i7xzZViuVSsL8cIB_80DgiLqso81aweVdXfSuoow_1IcvQPvf9JngQS6KTVcyDmpmR-DL222aZNYykfUPYA9u4ni_P84wpEhB_ORu5Vvu0lFLRvP3W3sZIGhQ3taLAVhMfoxUqMWLBWSvC3He-Ew', 'width': 2448}, {'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113528263830766225861/photos"">Lee Hong-Lin</a>'], 'photo_reference': 'CmRaAAAAv4YkcR1Dvi4WI6W1woUfGTnmESCFckL8LlzGhJ6zFH-FEDSM1iqE32Hpwa-pMCGVzL2aKG0Ikho7ogOJ-JVa0sAbocpFLWo7npzwvclREUzZLHYBfR8BVDnUXHKoQoJ9EhCG_hGAGr8uB0-eWiQGvMQtGhQsieKLwOI2Hlgug-MakfURf4z98g', 'width': 4160}]",ChIJSWZvzHuqQjQRMOWD5bYFu_0,4.7,CmRSAAAALA77AC-twCcUYqMcE66SQD5i2lbm3TLkyaGEfzWMEZ429Yfdu065DgM5aJIVTeraHVHURJZQtzVViLjUfpsI72E5Og56k4Z22Qvybg-tP-OZj6e_auGHpVG6r8FOZ_8jEhBQP8PwcDeG8z_-xG1q7rQQGhSwgEbKQLIX3nctgcCvbpiF1wXHMA,"[{'author_name': 'Shu-Ting Huang', 'author_url': 'https://www.google.com/maps/contrib/113514069854922259136/reviews', 'language': 'zh', 'profile_photo_url': 'https://lh5.googleusercontent.com/-RIOGJPNYU9Y/AAAAAAAAAAI/AAAAAAAAXcU/RPkd1YW8UXk/s128-c0x00000000-cc-rp-mo-ba3/photo.jpg', 'rating': 5, 'relative_time_description': '1 個月前', 'text': 'CP值超高的果汁店！\n酪梨布丁牛奶，$60。好喝！👍', 'time': 1521883498}, {'author_name': 'Yan Tsai', 'author_url': 'https://www.google.com/maps/contrib/109333367123454007572/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh3.googleusercontent.com/-G2eXONpe-XU/AAAAAAAAAAI/AAAAAAAAAAs/4hN723G8nD8/s128-c0x00000000-cc-rp-mo/photo.jpg', 'rating': 5, 'relative_time_description': '3 個月前', 'text': '價錢真的很佛心\n大推酪梨布丁牛奶跟綠豆沙牛奶', 'time': 1516847404}, {'author_name': 'Vik Huang', 'author_url': 'https://www.google.com/maps/contrib/107620810180983523925/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh6.googleusercontent.com/-oC6Ir7rNnjU/AAAAAAAAAAI/AAAAAAAAAaQ/1gOYBebEPWA/s128-c0x00000000-cc-rp-mo-ba4/photo.jpg', 'rating': 4, 'relative_time_description': '10 個月前', 'text': '不起眼，看起來像是從政大誕生以來便一路活到現在的手搖杯店。一切簡單，綠豆沙牛奶超好喝。', 'time': 1497705125}, {'author_name': 'Grace Wang', 'author_url': 'https://www.google.com/maps/contrib/107935341492538190068/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh6.googleusercontent.com/-7JmYmVbGB4c/AAAAAAAAAAI/AAAAAAAAAAA/AIcfdXBmT6sBd-dV_SvftYQ_gqC3Y3gbGw/s128-c0x00000000-cc-rp-mo/photo.jpg', 'rating': 4, 'relative_time_description': '4 個月前', 'text': '便宜實在\n推仙草蜜牛奶加珍珠\n推木瓜牛奶', 'time': 1513160987}, {'author_name': 'Keigo Kao', 'author_url': 'https://www.google.com/maps/contrib/103308312894993937064/reviews', 'language': 'zh-Hant', 'profile_photo_url': 'https://lh4.googleusercontent.com/-QpaFy_VpEKg/AAAAAAAAAAI/AAAAAAAAeOY/M3y84Y1z9T4/s128-c0x00000000-cc-rp-mo-ba6/photo.jpg', 'rating': 5, 'relative_time_description': '12 個月前', 'text': 'CP值高，衛生且用料實在，阿姨親切可愛，是來政大必喝的搖搖杯店！', 'time': 1494347426}]",GOOGLE,"['store', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18283213395333473584,480,文山區指南路二段12號,,24.987831,121.5743289
